Title,City,Date,Company Name,Salary,Company Website,Source,Job Type,Location,Job Link
C# Python Developer – Pricing and Risk Analytics,Beckenham,2021-04-12 08:47:53.027158,Fourier Ltd,"150,000 - 350,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Python_Developer_%E2%80%93_Pricing_and_Risk_Analytics.id10580382
Desk Developer – Enterprise Technology,Beckenham,2021-04-12 08:47:53.027302,Fourier Ltd,"150,000 - 350,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Desk_Developer_%E2%80%93_Enterprise_Technology.id10580384
Software Developer/Data Engineer,Beckenham,2021-04-12 08:47:53.027738,Fourier Ltd,"£75,000 - £120,000 + Bonus and benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_DeveloperData_Engineer.id10589747
Python Quant Developer,Beckenham,2021-04-12 08:47:53.028026,Fourier Ltd,"80,000 - 140,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Quant_Developer.id09996036
Senior Python Developer,Beckenham,2021-04-12 08:47:53.028455,Fourier Ltd,"70,000 - 100,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Python_Developer.id09996844
Python Developer,Beckenham,2021-04-12 08:47:53.028887,Fourier Ltd,"£80,000 - £130,000 + Bonus + Benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer.id09997318
Senior Python Developer,Beckenham,2021-04-12 08:47:53.029030,Fourier Ltd,"80,000 - 140,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Python_Developer.id09997439
Python Quant Developer,Beckenham,2021-04-12 08:47:53.029475,Fourier Ltd,"150,000 - 250,000 + bonus & benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Quant_Developer.id09997909
Buy-side KDB developer,Beckenham,2021-04-12 08:47:53.029621,Fourier Ltd,"£150,000upwards + Bonus + Benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Buy-side_KDB_developer.id09998699
Senior Java Developer/Quant Engineer - Algo SMM,Beckenham,2021-04-12 08:47:53.029910,Fourier Ltd,"£180,000 + bonus",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Java_DeveloperQuant_Engineer_-_Algo_SMM.id09999066
Lead Web Developer,Beckenham,2021-04-12 08:47:53.031487,Fourier Ltd,"£70,000 - £150,000 + Bonus + Benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Lead_Web_Developer.id09541664
Lead Developer - JavaScript / React,Beckenham,2021-04-12 08:47:53.031775,Fourier Ltd,"£150,000 - £250,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Lead_Developer_-_JavaScript__React.id09881322
Developer - Hedge Fund - Building highly scalable solutions from scratch,Beckenham,2021-04-12 08:47:53.041298,Attribution Search,competitive base + bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Developer_-_Hedge_Fund_-_Building_highly_scalable_solutions_from_scratch.id10680932
Lead ETL Developer | Outside IR35,Beckenham,2021-04-12 08:47:53.043610,Arthur Financial,£500 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Lead_ETL_Developer__Outside_IR35.id10725859
Quant/Python Developer (Data Science Team) - Systematic Trading,Beckenham,2021-04-12 08:47:53.047578,Octavius Finance,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-QuantPython_Developer_Data_Science_Team_-_Systematic_Trading.id10088382
"C# Developer - London- C#, SQL, Machine Learning, Quant/ Systematic Trading",Beckenham,2021-04-12 08:47:53.049049,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_London-_C_SQL_Machine_Learning_Quant_Systematic_Trading.id10724103
Quantitative Developer- Global Investment Management,Beckenham,2021-04-12 08:47:53.049229,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer-_Global_Investment_Management.id10724107
React Developer- Leading Fintech in London,Beckenham,2021-04-12 08:47:53.051854,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-React_Developer-_Leading_Fintech_in_London.id09069086
Senior Software (Python) Developer- Leading Fintech in London,Beckenham,2021-04-12 08:47:53.051998,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Software_Python_Developer-_Leading_Fintech_in_London.id09069085
Low Latency Algo Developer- Leading Fund in London,Beckenham,2021-04-12 08:47:53.052140,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Low_Latency_Algo_Developer-_Leading_Fund_in_London.id09069108
Quant Developer- Leading Quant Fund in London,Beckenham,2021-04-12 08:47:53.052286,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer-_Leading_Quant_Fund_in_London.id09069107
Low Level C++ Software Developer - London- Innovative Algo Trading,Beckenham,2021-04-12 08:47:53.052432,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Low_Level_C_Software_Developer_-_London-_Innovative_Algo_Trading.id10281315
Senior Market Data Developer (C++)- Award-Winning Data & Analytics,Beckenham,2021-04-12 08:47:53.053146,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Market_Data_Developer_C-_Award-Winning_Data__Analytics.id10385763
Quantitative Developer- Global Quant Firm,Beckenham,2021-04-12 08:47:53.053301,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer-_Global_Quant_Firm.id10401643
Full Stack Developer - London- Health-Tech Start-Up | C# / .NET Core; JavaScript (react.js); TypeScript; AWS; Kubernetes,Beckenham,2021-04-12 08:47:53.054016,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full_Stack_Developer_-_London-_Health-Tech_Start-Up__C__NET_Core_JavaScript_reactjs_TypeScript_AWS_Kubernetes.id10495315
Quant Developer - London- Front Office Finance | Python; Java; SQL; MongoDB; Airflow; Kafka; Docker/Kubernetes; Linux,Beckenham,2021-04-12 08:47:53.054160,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer_-_London-_Front_Office_Finance__Python_Java_SQL_MongoDB_Airflow_Kafka_DockerKubernetes_Linux.id10495316
Java Developer - London- Front Office Finance | Core Java; SQL; AWS; Kafka; ElasticSearch,Beckenham,2021-04-12 08:47:53.054306,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_-_London-_Front_Office_Finance__Core_Java_SQL_AWS_Kafka_ElasticSearch.id10495317
C++ Developer - London- Front Office Finance | C++ 17/20; Linux; STL; Boost,Beckenham,2021-04-12 08:47:53.054459,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_London-_Front_Office_Finance__C_1720_Linux_STL_Boost.id10495318
"Senior Full Stack Developer, Vice President",Beckenham,2021-04-12 08:47:53.054607,BlackRock,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Full_Stack_Developer_Vice_President.id10612887
Quant Developer- Market-Leading Hedge Fund,Beckenham,2021-04-12 08:47:53.055330,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer-_Market-Leading_Hedge_Fund.id10495324
Software Developer (Core)- Award-Winning Software Start-Up,Beckenham,2021-04-12 08:47:53.055617,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer_Core-_Award-Winning_Software_Start-Up.id10495326
C++ Senior Software Developer- Prop Trading Firm,Beckenham,2021-04-12 08:47:53.056334,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Senior_Software_Developer-_Prop_Trading_Firm.id10495288
Core C++ Developer - London- Innovative Algo Trading,Beckenham,2021-04-12 08:47:53.056620,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Core_C_Developer_-_London-_Innovative_Algo_Trading.id10495289
Java Developer - Fixed Income- Multi-Strat Investment Firm,Beckenham,2021-04-12 08:47:53.056910,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_-_Fixed_Income-_Multi-Strat_Investment_Firm.id10495291
Research Technology Developer- Leading Quant-Driven Market-Maker,Beckenham,2021-04-12 08:47:53.057792,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Research_Technology_Developer-_Leading_Quant-Driven_Market-Maker.id10495295
Quantitative Developer (Python)- Global Quant Firm,Beckenham,2021-04-12 08:47:53.058081,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer_Python-_Global_Quant_Firm.id10495296
IT Quant Developer- Systematic Quant Fund,Beckenham,2021-04-12 08:47:53.058367,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-IT_Quant_Developer-_Systematic_Quant_Fund.id10495263
Software Developer- Systematic Quant Fund,Beckenham,2021-04-12 08:47:53.058508,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer-_Systematic_Quant_Fund.id10495264
Full Stack Developer- Global HFT Firm,Beckenham,2021-04-12 08:47:53.059083,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full_Stack_Developer-_Global_HFT_Firm.id10495267
Low-Latency C++ Developer- Leading Quant-Driven Market-Maker,Beckenham,2021-04-12 08:47:53.059227,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Low-Latency_C_Developer-_Leading_Quant-Driven_Market-Maker.id10495268
FPGA Developer - London / Dublin / Sydney / Hong Kong- Market Maker,Beckenham,2021-04-12 08:47:53.059516,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-FPGA_Developer_-_London__Dublin__Sydney__Hong_Kong-_Market_Maker.id10495270
Python Developer- Rapidly Expanding Fintech,Beckenham,2021-04-12 08:47:53.059661,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer-_Rapidly_Expanding_Fintech.id10495271
C# Quant Developer- Leading Investment Manager,Beckenham,2021-04-12 08:47:53.059813,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Quant_Developer-_Leading_Investment_Manager.id10495272
C++ Software Developer - ultra-low-latency HFT- Electronic Market Making,Beckenham,2021-04-12 08:47:53.061374,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Software_Developer_-_ultra-low-latency_HFT-_Electronic_Market_Making.id10495275
IM EMEA - CRM Developer,Beckenham,2021-04-12 08:47:53.062136,BNY  Mellon,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-IM_EMEA_-_CRM_Developer.id10636314
C++ Developer - London- Elite Fund,Beckenham,2021-04-12 08:47:53.062284,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_London-_Elite_Fund.id10495241
Quant Developer (C#) - London- Capital Management Fund,Beckenham,2021-04-12 08:47:53.063353,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer_C_-_London-_Capital_Management_Fund.id10495245
Software Developer - London- Alternative Investment Fund Manager,Beckenham,2021-04-12 08:47:53.063501,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer_-_London-_Alternative_Investment_Fund_Manager.id10495246
Full Stack Java Developer - London- Systematic Hedge Fund,Beckenham,2021-04-12 08:47:53.063934,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full_Stack_Java_Developer_-_London-_Systematic_Hedge_Fund.id10495249
Python Developer - City of London- Growing Fintech,Beckenham,2021-04-12 08:47:53.064081,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer_-_City_of_London-_Growing_Fintech.id10495250
Front End Developer- Start-Up | London,Beckenham,2021-04-12 08:47:53.064524,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_End_Developer-_Start-Up__London.id10495255
Software Developer (Any OO)- Leading Fund | London,Beckenham,2021-04-12 08:47:53.064670,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer_Any_OO-_Leading_Fund__London.id10495256
Principal Full-Stack Developer,Beckenham,2021-04-12 08:47:53.066501,BNY  Mellon,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Principal_Full-Stack_Developer.id10612452
